Name,Team,WAR,playerid
Alan Storke,PIT,0.9,1012577
Matty Alou,SFG,0.9,1000179
Everth Cabrera,SDP,0.9,8155
Jake Gettman,WAS,0.9,1004647
Felipe Lopez,TOR,0.9,1311
Charlie Reilly,COL,0.9,1010800
Mark Prior,CHC,0.9,301
Gerald Young,HOU,0.8,1014376
Brian McRae,KCR,0.8,1008686
Red McKee,DET,0.8,1008586
Manny Ramirez,CLE,0.8,210
Red Murray,STL,0.8,1009397
Bill Merritt,- - -,0.8,1008784
Roy Smalley,TEX,0.8,1012078
Dave Nilsson,MIL,0.8,1009601
Chris Davis,TEX,0.8,9272
Jim Manning,BSN,0.8,1008066
Tommie Aaron,MIL,0.8,1000002
Roger Peckinpaugh,- - -,0.8,1010116
Larvell Blanks,ATL,0.8,1001051
Bill Harbidge,HAR,0.8,1005338
Jerry Denny,PRO,0.8,1003209
Dansby Swanson,ATL,0.8,18314
George Bradley,STL,0.8,1001307
Dave Collins,CAL,0.8,1002449
Tony Bernazard,MON,0.8,1000889
Mark Bailey,HOU,0.8,1000428
Howard Wakefield,- - -,0.8,1013499
Dave Boswell,MIN,0.8,1001222
Rube Oldring,- - -,0.8,1009764
Fred Lynn,BOS,0.8,1007872
Joe Leonard,- - -,0.8,1007536
Prince Fielder,MIL,0.8,4613
Al Burch,STL,0.8,1001656
Jimmy O'Connell,NYG,0.8,1009715
George Cunningham,DET,0.8,1002880
Jim Holdsworth,- - -,0.8,1005945
Luis Matos,BAL,0.8,152
Jerry Walker,- - -,0.8,1013523
James Loney,LAD,0.8,4556
Mike Zunino,SEA,0.8,13265
Jim Thome,CLE,0.8,409
Gene Schott,CIN,0.8,1011607
Pete Gilbert,BAL,0.8,1004695
Ed Herrmann,CHW,0.8,1005732
Glenn Borgmann,MIN,0.8,1001201
Julio Cruz,SEA,0.7,1002842
Lonnie Chisenhall,CLE,0.7,7571
Mike Greenwell,BOS,0.7,1005006
Paul Meloan,- - -,0.7,1008751
Carl Scheib,PHA,0.7,1011538
Jorge Soler,CHC,0.7,14221
Bill Madlock,TEX,0.7,1007957
Ron Karkovice,CHW,0.7,1006700
Clipper Flynn,TRO,0.7,1004181
Derrek Lee,- - -,0.7,525
Jim Pagliaroni,BOS,0.7,1009958
John Hale,LAD,0.7,1005223
Jeff Fiorentino,BAL,0.7,8024
Johnny Podres,BRO,0.7,1010406
Roy Weatherly,CLE,0.7,1013692
Adam Eaton,SDP,0.7,1029
Bill Sherdel,STL,0.7,1011869
Jack Taylor,- - -,0.7,1012878
Buddy Myer,WAS,0.7,1009415
Carson Bigbee,PIT,0.7,1000956
Joe Hornung,BUF,0.7,1006031
Marty Marion,STL,0.7,1008108
Earl Clark,BSN,0.7,1002278
Jim Spencer,CAL,0.7,1012325
Bob Harmon,STL,0.7,1005371
Jake Bauers,TBR,0.7,15194
Terry Forster,CHW,0.7,1004236
Heinie Peitz,STL,0.7,1010131
John Grim,- - -,0.7,1005067
Bert Inks,- - -,0.7,1006265
Juan Encarnacion,DET,0.7,320
Elmer Smith,CLE,0.7,1012135
Arismendy Alcantara,CHC,0.7,10711
Del Rice,STL,0.7,1010894
Austin McHenry,STL,0.7,1008564
Javier Vazquez,MON,0.7,801
Ken Reitz,STL,0.7,1010823
Con Daily,- - -,0.7,1002932
Fred Carisch,PIT,0.7,1001951
Glenn Hoffman,BOS,0.7,1005905
Joe Adcock,CIN,0.7,1000067
Jay Johnstone,CAL,0.7,1006463
Billy Geer,- - -,0.6,1004595
Alex Avila,DET,0.6,7476
Wilbur Good,- - -,0.6,1004865
Gary Bell,CLE,0.6,1000806
Dilson Herrera,NYM,0.6,14335
Anthony Gose,TOR,0.6,5097
Val Picinich,- - -,0.6,1010309
Larry Gilbert,BSN,0.6,1004693
Les Bell,STL,0.6,1000815
Ramon Santiago,DET,0.6,1417
Henry Luff,NHE,0.6,1007822
John Bateman,HOU,0.6,1000653
Jim Wohlford,KCR,0.6,1014179
Gary Nolan,CIN,0.6,1009616
Gordon Goldsberry,CHW,0.6,1004809
Lonny Frey,BRO,0.6,1004343
Johnny Rawlings,- - -,0.6,1010720
Al Maul,- - -,0.6,1008273
Jackie Hayes,WAS,0.6,1005528
Steve Avery,ATL,0.6,1706
Horace Milan,WAS,0.6,1008857
Billy Hamilton,CIN,0.6,10199
George Sisler,SLB,0.6,1012021
Dave Martinez,CHC,0.6,1008160
Milt Bolling,BOS,0.6,1001149
Jose Peraza,- - -,0.6,13593
Pete Incaviglia,TEX,0.6,1006257
Pedro Severino,WSN,0.6,14523
Merito Acosta,- - -,0.6,1000036
Walt Bond,CLE,0.6,1001159
Mickey O'Neil,BSN,0.6,1009817
Bob Feller,CLE,0.6,1003975
Tommy McCraw,CHW,0.6,1008428
Trent Grisham,MIL,0.6,18564
Bill James,BSN,0.6,1006344
Albert Almora Jr.,CHC,0.6,14109
Ned Garver,SLB,0.6,1004556
Howie Kendrick,LAA,0.6,4229
Jack Hiatt,- - -,0.6,1005762
Jerry Hairston,CHW,0.6,1005210
Hal Janvrin,BOS,0.6,1006361
Augie Galan,CHC,0.6,1004440
Jerry Kenney,NYY,0.6,1006840
Torey Lovullo,DET,0.6,1007783
Pep Clark,CHW,0.6,1002301
Jack Warner,DET,0.6,1013633
Leo Durocher,NYY,0.6,1003596
Billy Hoeft,DET,0.6,1005893
Jermaine Dye,ATL,0.6,911
Granny Hamner,PHI,0.6,1005286
David Ortiz,MIN,0.6,745
Jeffrey Leonard,- - -,0.6,1007535
Tony Abreu,LAD,0.6,5053
Jerry Browne,TEX,0.6,1001525
Mike Hershberger,CHW,0.6,1005740
Pep Goodwin,KCP,0.6,1004868
Jim Bottomley,STL,0.6,1001228
Don Robinson,PIT,0.6,1011061
Ken Hubbs,CHC,0.6,1006124
Doc Gessler,- - -,0.6,1004642
Lee Tannehill,CHW,0.5,1012823
Darin Erstad,CAL,0.5,11
Danny MacFayden,BOS,0.5,1007904
Pete Compton,SLB,0.5,1002490
Kid Baldwin,- - -,0.5,1000482
Juice Latham,- - -,0.5,1007373
Jose Fernandez,MIA,0.5,11530
Eddie Miller,- - -,0.5,1008893
Dion James,MIL,0.5,1006349
Kevin Bell,CHW,0.5,1000814
Sammy Sosa,- - -,0.5,302
Harry Courtney,WAS,0.5,1002678
Phil Geier,PHI,0.5,1004600
Danny Walton,- - -,0.5,1013592
Marcelino Lopez,- - -,0.5,1007757
Chet Chadbourne,BOS,0.5,1002110
Madison Bumgarner,SFG,0.5,5524
Austin Hedges,SDP,0.5,12976
Podge Weihe,- - -,0.5,1013733
Bob Meacham,NYY,0.5,1008701
Stan Javier,- - -,0.5,1006372
Paul Easterling,DET,0.5,1003641
Earl Hamilton,SLB,0.5,1005273
Juan Francisco,CIN,0.5,6978
Tony Kaufmann,CHC,0.5,1006718
Mike Sweeney,KCR,0.5,634
Harry Davis,- - -,0.5,1003053
J.P. Crawford,PHI,0.5,15491
Harry Danning,NYG,0.5,1002978
Paul Householder,CIN,0.5,1006063
Donnie Hill,OAK,0.5,1005811
Don Hahn,- - -,0.5,1005202
Ernie Banks,CHC,0.5,1000512
Walter Thornton,CHI,0.5,1013041
Charlie Jamieson,WAS,0.5,1006355
Jim Anderson,CAL,0.5,1000231
John Hummel,BRO,0.5,1006180
Ivan DeJesus,LAD,0.5,1003150
Tito Fuentes,SFG,0.5,1004385
William Fischer,BRO,0.5,1004073
Charlie Moore,MIL,0.5,1009099
Duke Esper,- - -,0.5,1003827
Dan Larson,HOU,0.5,1007361
Osvaldo Martinez,FLA,0.5,3900
Yovani Gallardo,MIL,0.5,8173
Bob Heise,NYM,0.5,1005599
John Clarkson,- - -,0.5,1002293
Jack Brohamer,CLE,0.5,1001465
Gregory Polanco,PIT,0.5,12907
Gat Stires,ROC,0.5,1012545
Bobby Valentine,LAD,0.5,1013324
Jim Breton,CHW,0.5,1001399
Hub Collins,LOU,0.5,1002454
Wilson Ramos,- - -,0.5,1433
Ned Hanlon,CLE,0.5,1005314
Jeffrey Hammonds,BAL,0.5,687
Ed Stein,- - -,0.5,1012464
Socrates Brito,ARI,0.5,12944
Damion Easley,CAL,0.5,464
Joe Battin,- - -,0.5,1000672
Adam Lind,TOR,0.5,8027
Rondell White,MON,0.5,856
Rafael Ramirez,ATL,0.5,1010673
Herb Goodall,LOU,0.5,1004850
Greg Walker,CHW,0.5,1013520
Vern Olsen,CHC,0.5,1009790
Ed Kranepool,NYM,0.5,1007140
Toad Ramsey,LOU,0.5,1010688
Alcides Escobar,MIL,0.5,6310
Wander Franco,TBR,0.5,23667
Ryan Kalish,BOS,0.5,6962
George Stone,ATL,0.5,1012565
Curtis Goodwin,BAL,0.5,1004863
Dick Green,KCA,0.5,1004991
Lee Mazzilli,NYM,0.5,1008318
Fred Hutchinson,DET,0.5,1006238
Danny Heep,HOU,0.5,1005576
Silver Flint,- - -,0.5,1004162
Thurman Munson,NYY,0.5,1009334
Johnny Damon,KCR,0.4,185
Dizzy Dean,STL,0.4,1003106
Henry Easterday,PHK,0.4,1003638
Jose Zardon,WAS,0.4,1014419
Hank DeBerry,CLE,0.4,1003118
Carlos Guillen,SEA,0.4,1079
Rasty Wright,SLB,0.4,1014291
Gerald Perry,ATL,0.4,1010211
Jeff Blauser,ATL,0.4,1001062
Gene Hasson,PHA,0.4,1005482
Bob Saverine,BAL,0.4,1011471
Nelson Mathews,- - -,0.4,1008240
Dave Concepcion,CIN,0.4,1002494
Dan O'Connor,LOU,0.4,1009710
Freddy Galvis,PHI,0.4,6609
Cliff Dapper,BRO,0.4,1002982
Rich Gedman,BOS,0.4,1004592
Dick Brodowski,BOS,0.4,1001462
Shooty Babitt,OAK,0.4,1000398
Lloyd Moseby,TOR,0.4,1009238
Pud Galvin,- - -,0.4,1004469
Peter Lambert,COL,0.4,17969
Bobby Thomson,NYG,0.4,1013032
Samuel Huff,TEX,0.4,22209
Mike Marshall,LAD,0.4,1008145
Jose Cruz,STL,0.4,1002841
Darren Lewis,OAK,0.4,286
Bernie Williams,NYY,0.4,857
Bill Bayne,SLB,0.4,1000701
Julio Teheran,ATL,0.4,6797
Billy Hamilton,KCC,0.4,1005270
Jack McMahon,NYG,0.4,1008630
Fernando Tatis,TEX,0.4,798
Frankie Hayes,PHA,0.4,1005526
Johnny Klippstein,CHC,0.4,1007013
Ray Schmandt,- - -,0.4,1011572
Bunny Brief,- - -,0.4,1001423
Red Dorman,CLE,0.4,1003413
Jim Devlin,- - -,0.4,1003250
Scott Lusader,DET,0.4,1007844
Mickey Klutts,NYY,0.4,1007022
Brent Clevlen,DET,0.4,4863
Walter Barbare,CLE,0.4,1000523
Alejandro Kirk,TOR,0.4,22581
Wilton Guerrero,LAD,0.4,1378
Raul Mondesi,LAD,0.4,1314
Harry Feldman,NYG,0.4,1003971
Carlos Febles,KCR,0.4,598
Felix Pie,CHC,0.4,3751
Don Gullett,CIN,0.4,1005134
Jim Carleton,CLE,0.4,1001952
Lee Stine,- - -,0.4,1012543
Buck Rodgers,LAA,0.4,1011098
Art Allison,CLE,0.4,1000164
Bill Parsons,MIL,0.4,1010026
Franchy Cordero,SDP,0.4,14567
Tom Brewer,BOS,0.4,1001409
Pat Crisham,BAL,0.4,1002773
Cliff Cook,CIN,0.4,1002565
Tom Baker,BRO,0.4,1000468
Pat Callahan,IND,0.4,1001848
Rudy May,CAL,0.4,1008310
Sonny Jackson,HOU,0.4,1006313
Jonathan Schoop,BAL,0.4,11265
George McQuillan,PHI,0.4,1008682
Jesus Flores,WSN,0.4,4166
Faye Throneberry,BOS,0.4,1013046
John Skopec,CHW,0.4,1012042
Javy Lopez,ATL,0.4,103
Cozy Dolan,- - -,0.4,1003361
Wild Bill Widner,- - -,0.4,1013922
John Ellis,NYY,0.4,1003750
Juan Pizarro,MIL,0.4,1010382
Tom Morgan,NYY,0.4,1009184
Pop Foster,NYG,0.4,1004255
Rich Nye,CHC,0.4,1009667
Noah Syndergaard,NYM,0.4,11762
Matt Morris,STL,0.4,1172
Lefty Weinert,PHI,0.4,1013739
Mickey Owen,STL,0.4,1009919
Tom Satriano,LAA,0.4,1011454
Matt Williams,SFG,0.4,77
Bob Schroder,SFG,0.4,1011619
Charlie Geggus,WST,0.4,1004430
Chick Gandil,CHW,0.4,1004476
William Gallagher,PHI,0.4,1004457
Howie Schultz,BRO,0.4,1011634
Josh Billings,DET,0.4,1000972
Steve Swisher,CHC,0.4,1012795
Joe Blong,- - -,0.4,1001083
Andre Rodgers,NYG,0.4,1011095
Hank Gowdy,- - -,0.4,1004904
Tyler Chatwood,- - -,0.4,4338
Luis Silverio,KCR,0.4,1011974
Bobby Tolan,STL,0.4,1013100
Tom McGuire,CWH,0.4,1008557
Ted Cox,BOS,0.4,1002708
Tun Berger,PIT,0.4,1000874
Carmelo Martinez,CHC,0.4,1008157
Mike Mowrey,CIN,0.4,1009271
Jimmy Bloodworth,WAS,0.4,1001084
Jimmy Paredes,HOU,0.4,5481
Rafael Palmeiro,CHC,0.4,1266
Shag Thompson,PHA,0.4,1013026
Al Orth,PHI,0.4,1009857
The Only Nolan,IND,0.4,1009618
Bart Johnson,CHW,0.4,1006422
Preston Ward,- - -,0.3,1013623
Jack Bolling,PHI,0.3,1001148
Matt Davidson,ARI,0.3,7226
Bobby Wheelock,BSN,0.3,1013829
Chris Young,ARI,0.3,3882
Charles Johnson,FLA,0.3,523
Jiggs Donahue,- - -,0.3,1003370
Larry Corcoran,CHI,0.3,1002618
Ivy Griffin,PHA,0.3,1005043
Jim Kaat,WAS,0.3,1006660
Von Hayes,CLE,0.3,1005531
Pedro Guerrero,LAD,0.3,1005120
Nomar Mazara,TEX,0.3,14553
Alex Liddi,SEA,0.3,5411
John Candelaria,PIT,0.3,1001909
Jason Vargas,FLA,0.3,8044
Jose Gonzalez,LAD,0.3,1004836
Bill Brubaker,PIT,0.3,1001571
Vernon Wells,TOR,0.3,1326
Adonis Terry,BRO,0.3,1012926
Frank Mountain,- - -,0.3,1009267
Larry Whisenton,ATL,0.3,1013842
Carlos Zambrano,CHC,0.3,305
Gary Thurman,KCR,0.3,1013051
Sibby Sisti,BSN,0.3,1012022
Rafael Marchan,PHI,0.3,21646
Harry Chiti,CHC,0.3,1002198
Jim Baumer,CHW,0.3,1000685
Charlie Shoemaker,KCA,0.3,1011919
Joe Kirrene,CHW,0.3,1006973
Jerry Mumphrey,STL,0.3,1009314
Rusty Torres,NYY,0.3,1013137
Dave Cole,BSN,0.3,1002413
Ed Crosby,STL,0.3,1002799
Dave Shean,PHA,0.3,1011836
Alex Gonzalez,TOR,0.3,281
Vern Fuller,CLE,0.3,1004398
Willis Hudlin,CLE,0.3,1006132
Christy Mathewson,NYG,0.3,1008235
Gene Woodling,CLE,0.3,1014228
Stan Hack,CHC,0.3,1005183
Billy Southworth,CLE,0.3,1012291
Billy Cox,PIT,0.3,1002692
Scott Northey,KCR,0.3,1009644
Andy Pafko,CHC,0.3,1009948
Rick Sofield,MIN,0.3,1012264
Tomas de la Rosa,MON,0.3,7227
Hal McKain,- - -,0.3,1008578
Otto Velez,NYY,0.3,1013399
Sid Fernandez,- - -,0.3,1004001
Chad Kimsey,SLB,0.3,1006920
Claude Cooper,- - -,0.3,1002593
Jumbo Brown,- - -,0.3,1001533
Kerry Dineen,NYY,0.3,1003315
John Sipin,SDP,0.3,1012014
Bud Davis,PHA,0.3,1003039
Steve Mesner,CHC,0.3,1008798
Ron Moeller,- - -,0.3,1009024
Paul Serna,SEA,0.3,1011753
Dave Giusti,HOU,0.3,1004748
Charlie Ganzel,SPS,0.3,1004485
Steve Gromek,CLE,0.3,1005080
Travis Denker,SFG,0.3,6155
Ben Davis,SDP,0.3,1074
Joe Flynn,- - -,0.3,1004185
Bill Hinchman,CIN,0.3,1005839
Randal Grichuk,STL,0.3,10243
Frank Baker,PHA,0.3,1000453
Wally Gerber,PIT,0.3,1004627
Billy Lush,WAS,0.3,1007845
Lee Handley,CIN,0.3,1005300
Dave Freisleben,SDP,0.3,1004333
Jim Maler,SEA,0.3,1008017
Mike Moustakas,KCR,0.3,4892
Erv Kantlehner,PIT,0.3,1006694
Fred Newman,LAA,0.3,1009542
Mark Lewis,CLE,0.3,1007585
Tom Seaver,NYM,0.3,1011708
George Baumgardner,SLB,0.3,1000686
Darrin Fletcher,LAD,0.3,1302
Richard Hidalgo,HOU,0.3,561
Mike Wegener,MON,0.3,1013726
Abraham Toro,HOU,0.3,19844
Spider Clark,- - -,0.3,1002308
Heinie Groh,NYG,0.3,1005078
Yamil Benitez,MON,0.3,1000834
Dalton Pompey,TOR,0.3,12797
Felix Hernandez,SEA,0.3,4772
Jim McAnany,CHW,0.3,1008326
Pat Scanlon,MON,0.3,1011494
Homer Summa,PIT,0.3,1012717
D'Angelo Jimenez,NYY,0.3,1038
Chance Sisco,BAL,0.3,15694
Vern Law,PIT,0.3,1007410
Tuck Stainback,CHC,0.3,1012386
Hugh East,NYG,0.3,1003645
Bump Hadley,WAS,0.3,1005186
Pinky Swander,SLB,0.3,1012756
Jim Maloney,CIN,0.3,1008039
Terry Francona,MON,0.3,1004292
Roy White,NYY,0.3,1013890
Rick Schu,PHI,0.3,1011650
Ralph Sharman,PHA,0.3,1011805
Ed Moriarty,BSN,0.3,1009188
Mel Stottlemyre,NYY,0.3,1012579
Joaquin Arias,TEX,0.3,3817
John Urrea,STL,0.3,1013301
Dan Costello,- - -,0.3,1002653
John Mayberry,HOU,0.3,1008289
Tom Shopay,NYY,0.3,1011925
Harry Chappas,CHW,0.3,1002154
Roberto Kelly,NYY,0.3,1006815
Whit Wyatt,DET,0.3,1014304
Richie Zisk,PIT,0.3,1014455
George Haddock,WAS,0.2,1005185
Hugh Bedient,BOS,0.2,1000764
George Ferguson,NYG,0.2,1003989
Mike de la Hoz,CLE,0.2,1003159
Luis Urias,SDP,0.2,16622
Dayan Viciedo,CHW,0.2,3917
Bud Thomas,SLB,0.2,1012967
Miguel Andujar,NYY,0.2,15878
German Barranca,KCR,0.2,1000587
Herb Pennock,- - -,0.2,1010161
Abraham Nunez,PIT,0.2,1420
Aaron Cunningham,OAK,0.2,4087
Jack Rowe,BUF,0.2,1011255
Steve Dignan,- - -,0.2,1003295
Felix Mantilla,MIL,0.2,1008081
Andres Thomas,ATL,0.2,1012962
Darby O'Brien,CLE,0.2,1009687
Terry Jorgensen,MIN,0.2,1006626
Edwin Encarnacion,CIN,0.2,2151
Nick Castellanos,DET,0.2,11737
Jack Cummings,NYG,0.2,1002873
Con Lucid,- - -,0.2,1007811
George Williams,- - -,0.2,1013998
Bob Coulson,CIN,0.2,1002673
Felix Chouinard,CHW,0.2,1002205
Allen Watson,STL,0.2,1013675
Bob Miller,STL,0.2,1008877
Bud Hafey,- - -,0.2,1005190
Jeff Stone,PHI,0.2,1012567
Joe Sugden,PIT,0.2,1012672
Norm Siebern,NYY,0.2,1011949
Randy Wolf,PHI,0.2,976
Jose Sosa,HOU,0.2,1012285
Ben Dyer,NYG,0.2,1003612
Buddy Biancalana,KCR,0.2,1000942
Don Mattingly,NYY,0.2,1008261
Chet Ross,BSN,0.2,1011225
Anderson Tejeda,TEX,0.2,19909
Jing Johnson,PHA,0.2,1006467
Bruce Benedict,ATL,0.2,1000829
Jimmy Ryan,CHI,0.2,1011341
Chuck Stobbs,- - -,0.2,1012548
John Paciorek,HOU,0.2,1009937
Louis Drucke,NYG,0.2,1003512
Jason Jennings,COL,0.2,434
German Rivera,LAD,0.2,1011001
Marty Perez,CAL,0.2,1010182
Nico Hoerner,CHC,0.2,21479
Tink Riviere,STL,0.2,1011007
Howie Pollet,STL,0.2,1010423
Jack Burns,SLB,0.2,1001711
Von Joshua,LAD,0.2,1006629
Frankie Gustine,PIT,0.2,1005152
Sal Bando,KCA,0.2,1000505
Perry Werden,- - -,0.2,1013784
Dick McAuliffe,DET,0.2,1008331
Howie Shanks,WAS,0.2,1011791
Todd Dunwoody,FLA,0.2,381
Austin Riley,ATL,0.2,18360
Joe Thurston,LAD,0.2,673
Rich Chiles,HOU,0.2,1002192
Ron Cook,HOU,0.2,1002576
Jackie Warner,CAL,0.2,1013635
Cheslor Cuthbert,KCR,0.2,10473
Dick Cotter,- - -,0.2,1002659
Steve Kline,NYY,0.2,1007005
Boots Day,- - -,0.2,1003095
Walter Johnson,WAS,0.2,1006511
Floyd Youmans,MON,0.2,1014361
Matty McIntyre,PHA,0.2,1008573
Kevin Belcher,TEX,0.2,1000788
Tom Glavine,ATL,0.2,90
Joe Evans,CLE,0.2,1003867
George Lombard,ATL,0.2,101
Marco Gonzales,STL,0.2,15467
Joe Ginsberg,DET,0.2,1004742
Roy Moore,PHA,0.2,1009126
Bill Holbert,LOU,0.2,1005936
Zach Eflin,PHI,0.2,13774
Mike Ferraro,NYY,0.2,1004006
Ed Freed,PHI,0.2,1004313
Gordon Massa,CHC,0.2,1008223
Charlie Deal,- - -,0.2,1003100
Luke Weaver,STL,0.2,16918
Nick Evans,NYM,0.2,7595
Charlie Waitt,STL,0.2,1013495
Greg Colbrunn,MON,0.2,51
Milt Bocek,CHW,0.2,1001105
Rob Brantly,MIA,0.2,10655
Frank House,DET,0.2,1006059
Brian Giles,NYM,0.2,1004702
Geno Petralli,TOR,0.2,1010244
Daniel Norris,- - -,0.2,13475
Marty O'Toole,- - -,0.2,1009898
Paul Gillespie,CHC,0.2,1004714
Ken McMullen,LAD,0.2,1008650
Marcus Semien,CHW,0.2,12533
Dutch Henry,- - -,0.2,1005669
Mike Laga,DET,0.2,1007253
Sarge Connally,CHW,0.2,1002513
Lum Davenport,CHW,0.2,1003019
Rick Bosetti,PHI,0.2,1001211
Joe Magrane,STL,0.2,1007973
Earl Smith,NYG,0.2,1012127
Billy Milligan,PHA,0.2,1008942
Charlie English,CHW,0.2,1003783
Hub Knolls,BRO,0.2,1007047
Tom Wiedenbauer,HOU,0.2,1013925
Joe Keough,OAK,0.2,1006856
Jack Salveson,- - -,0.2,1011390
Tom Hughes,DET,0.2,1006165
Al Evans,WAS,0.2,1003857
Rich Becker,MIN,0.2,1000749
Brian McCall,CHW,0.2,1008356
Ralph Winegarner,CLE,0.2,1014125
Lou Finney,PHA,0.2,1004059
George Nicol,- - -,0.2,1009573
Babe Barna,PHA,0.2,1000556
Kevin Elster,NYM,0.2,1003758
Jim Bagby,BOS,0.2,1000412
Roger Bresnahan,- - -,0.2,1001396
Jimmy Cooney,BOS,0.2,1002587
Ian Stewart,COL,0.2,5950
Bill Southworth,MIL,0.2,1012292
Gene Curtis,PIT,0.2,1002902
Carl Cashion,WAS,0.2,1002042
Tom Cantwell,CIN,0.2,1001923
Hank Ruszkowski,CLE,0.2,1011326
Carl Miles,PHA,0.2,1008860
Tim Murnane,- - -,0.2,1009343
Odell Hale,CLE,0.2,1005224
Bob Turley,SLB,0.2,1013225
Damian Jackson,CLE,0.2,471
Pete McBride,CLE,0.2,1008345
Andy Rincon,STL,0.2,1010970
Happy Finneran,PHI,0.2,1004057
Jorge Polanco,MIN,0.2,13152
Tom Daly,CHI,0.2,1002957
Brad Fullmer,MON,0.2,13
John Harrell,SFG,0.2,1005388
Wayne Belardi,BRO,0.2,1000787
Marquis Grissom,MON,0.2,652
Adam Comorosky,PIT,0.2,1002486
Doc White,PHI,0.2,1013864
Cecil Fielder,TOR,0.2,1004026
Tommy John,- - -,0.2,1006515
Brad Hogg,BSN,0.2,1005928
Frank Heifer,BSN,0.2,1005588
Carlos Triunfel,SEA,0.2,193
Jon Matlack,NYM,0.2,1008246
Dick Lajeskie,NYG,0.2,1007258
Dee Moore,CIN,0.2,1009101
Buster Narum,BAL,0.2,1009455
Jack Mills,CLE,0.2,1008958
Don Baylor,BAL,0.2,1000700
Jim Park,SLB,0.2,1010011
Elliott Maddox,DET,0.2,1007947
Sherm Lollar,- - -,0.2,1007714
Red Oldham,DET,0.2,1009762
Chick Davies,PHA,0.2,1003030
Jackie Mayo,PHI,0.2,1008308
Elmer Myers,PHA,0.2,1009419
Eric Milton,MIN,0.2,743
Josh Booty,FLA,0.2,1001193
Livan Hernandez,FLA,0.2,1116
Kolby Allard,- - -,0.2,18694
Henry Mercedes,OAK,0.2,1008773
Ownie Carroll,DET,0.2,1002003
Mickey Stanley,DET,0.2,1012415
Edgar (AE) Smith,BSN,0.2,1012130
Robinson Cano,NYY,0.2,3269
Watty Lee,WAS,0.2,1007471
Lou Marson,PHI,0.2,7610
Harry Krause,PHA,0.2,1007143
Frank O'Connor,PHI,0.2,1009712
Lloyd Allen,CAL,0.2,1000152
Doyle Alexander,- - -,0.2,1000122
Chet Kehn,BRO,0.2,1006761
James Parr,ATL,0.2,7734
Chuck Ward,PIT,0.2,1013604
Oswaldo Arcia,MIN,0.2,10306
Carlos Quintana,BOS,0.2,1010616
Eddie Bacon,PHA,0.2,1000401
Ryan Weathers,SDP,0.2,23796
Keith Mitchell,ATL,0.2,1009005
Johnny Cooney,BSN,0.2,1002588
Collin Balester,WSN,0.2,6883
Johnny Gerlach,CHW,0.2,1004635
Brian Harper,- - -,0.2,1005376
Dave Krynzel,MIL,0.2,8216
Clark Griffith,- - -,0.2,1005038
Kid Butler,SLB,0.2,1001781
John Brock,STL,0.2,1001456
Chet Falk,SLB,0.2,1003912
Al Klawitter,NYG,0.2,1006988
Nick Dumovich,CHC,0.2,1003549
Harry McCurdy,STL,0.2,1008439
Mel Almada,BOS,0.2,1000172
Larry Demery,PIT,0.2,1003192
Kirt Manwaring,SFG,0.2,1008091
Jim Williams,SDP,0.2,1014008
Fred Schemanske,WAS,0.2,1011546
Buddy Lively,CIN,0.2,1007671
Ronny Cedeno,CHC,0.2,2179
Daniel Castro,ATL,0.2,15450
Lindy McDaniel,STL,0.2,1008441
Catfish Metkovich,BOS,0.2,1008809
John Shaffer,NYM,0.2,1011782
Early Wynn,WAS,0.2,1014309
Chuck Lindstrom,CHW,0.1,1007629
George Merritt,PIT,0.1,1008787
Jeff Russell,CIN,0.1,1011314
Larry Jaster,STL,0.1,1006367
Davey Williams,NYG,0.1,1013984
Heinie Zimmerman,CHC,0.1,1014444
Gerrit Cole,PIT,0.1,13125
Denver Grigsby,CHC,0.1,1005057
Al Baird,NYG,0.1,1000436
Herm Merritt,DET,0.1,1008788
Bill Hopper,STL,0.1,1006019
Don Mueller,NYG,0.1,1009278
Jeff Weaver,DET,0.1,503
Charlie Engle,PHA,0.1,1003779
Oliver Perez,- - -,0.1,1514
Red Corriden,SLB,0.1,1002643
Henry Blauvelt,RCH,0.1,1001063
Red Ruffing,BOS,0.1,1011296
Carlos Mendoza,NYM,0.1,1008759
Chester Emerson,PHA,0.1,1003765
Cecil Cooper,BOS,0.1,1002592
Manuel Lee,TOR,0.1,1007460
Wally Kopf,NYG,0.1,1007106
Chipper Jones,ATL,0.1,97
Mahlon Higbee,NYG,0.1,1005783
Willie Canate,TOR,0.1,1001904
Rudy Meoli,CAL,0.1,1008771
Andy Kyle,CIN,0.1,1007228
Bill Lefebvre,BOS,0.1,1007472
Don Cardwell,PHI,0.1,1001941
Cecil Espy,LAD,0.1,1003832
Nick Willhite,LAD,0.1,1013967
Charlie Vinson,CAL,0.1,1013432
Joe Niekro,CHC,0.1,1009582
Herb Thomas,BSN,0.1,1012980
Otto Knabe,PIT,0.1,1007024
Fred Klages,CHW,0.1,1006985
Steve Carlton,STL,0.1,1001964
Dick Donovan,BSN,0.1,1003395
Jeremy Hermida,FLA,0.1,7208
Lave Cross,LOU,0.1,1002808
Carmen Hill,PIT,0.1,1005809
Steve Dunning,CLE,0.1,1003572
Doug Gallagher,DET,0.1,1004449
Alex Cintron,ARI,0.1,50
Al Lefevre,NYG,0.1,1007475
Wladimir Balentien,SEA,0.1,3131
Denny Sothern,PHI,0.1,1012287
Al Pratt,CLE,0.1,1010511
