Name,Team,WAR,playerid
Mike Trout,LAA,29.2,10155
Ty Cobb,DET,25.9,1002378
Mel Ott,NYG,25.1,1009904
Ted Williams,BOS,24.8,1014040
Jimmie Foxx,PHA,21.0,1004285
Alex Rodriguez,SEA,20.8,1274
Mickey Mantle,NYY,19.8,1008082
Al Kaline,DET,19.7,1006678
Ken Griffey Jr.,SEA,19.7,327
Rogers Hornsby,STL,19.7,1006030
Sherry Magee,PHI,19.6,1007965
Bryce Harper,WSN,19.4,11579
Joe Jackson,- - -,19.3,1006301
Eddie Mathews,BSN,19.1,1008236
Andruw Jones,ATL,17.7,96
Cesar Cedeno,HOU,17.4,1002100
Johnny Bench,CIN,17.4,1000826
Arky Vaughan,PIT,17.3,1013377
Vada Pinson,CIN,16.8,1010360
Frank Robinson,CIN,16.3,1011066
Stan Musial,STL,16.0,1009405
John McGraw,BAL,15.9,1008542
Jimmy Sheckard,- - -,15.2,1011843
Manny Machado,BAL,15.2,11493
Joe DiMaggio,NYY,14.3,1003311
Juan Soto,WSN,14.2,20123
Hank Aaron,MIL,13.9,1000001
Rickey Henderson,OAK,13.8,194
Carlos Correa,HOU,13.7,14162
Tris Speaker,BOS,13.6,1012309
Freddie Lindstrom,NYG,13.6,1007631
George Davis,- - -,13.3,1003049
Stuffy McInnis,PHA,12.9,1008569
Albert Pujols,STL,12.7,1177
Cal Ripken,BAL,12.6,1010978
Mike Tiernan,NYG,12.5,1013062
Buddy Lewis,WAS,12.4,1007578
Fred Carroll,- - -,12.3,1002002
Donie Bush,DET,12.3,1001749
Giancarlo Stanton,FLA,11.9,4949
Jason Heyward,ATL,11.8,4940
Travis Jackson,NYG,11.7,1006314
Ronald Acuna Jr.,ATL,11.7,18401
Eddie Collins,PHA,11.6,1002451
Jim Fregosi,LAA,11.3,1004330
Fernando Tatis Jr.,SDP,11.1,19709
Sam Crawford,CIN,11.0,1002748
Roberto Alomar,SDP,10.8,860
Jake Beckley,- - -,10.8,1000754
Joe Kelley,- - -,10.6,1006776
Tony Conigliaro,BOS,10.4,1002502
Frankie Frisch,NYG,10.2,1004364
Ozzie Albies,ATL,10.2,16556
Orlando Cepeda,SFG,10.1,1002103
Dick Hoblitzel,CIN,10.0,1005871
Denny Lyons,- - -,9.7,1007880
Francisco Lindor,CLE,9.5,12916
Elvis Andrus,TEX,9.4,8709
Joe Torre,MIL,9.4,1013133
Ted Simmons,STL,9.2,1011986
Bill Dahlen,CHI,9.2,1002924
Ryan Zimmerman,WSN,9.0,4220
Robin Yount,MIL,8.7,1014396
Barry Bonds,PIT,8.7,1109
Jack Clark,SFG,8.6,1002288
Whitey Lockman,NYG,8.5,1007694
Ben Chapman,NYY,8.5,1002141
Corey Seager,LAD,8.5,13624
Ivan Rodriguez,TEX,8.4,1275
Willie Randolph,- - -,8.4,1010694
Adrian Beltre,LAD,8.4,639
Bob Horner,ATL,8.3,1006026
Tom Brunansky,- - -,8.3,1001589
Ross Youngs,NYG,8.3,1014390
Pete Browning,LOU,8.3,1001554
Miguel Cabrera,FLA,8.3,1744
Dick Allen,PHI,8.3,1000137
Chris Speier,SFG,8.3,1012316
Willie Davis,LAD,8.3,1003088
Joe Morgan,HOU,8.2,1009179
Joe Medwick,STL,8.2,1008719
Pete Reiser,BRO,8.1,1010814
David Wright,NYM,8.1,3787
Butch Wynegar,MIN,8.1,1014308
Buddy Bell,CLE,8.0,1000799
Boog Powell,BAL,8.0,1010482
Reddy Mack,LOU,7.8,1007927
Fred Dunlap,CLE,7.8,1003566
Rafael Devers,BOS,7.7,17350
Carl Crawford,TBD,7.7,1201
Terry Puhl,HOU,7.7,1010562
Cody Bellinger,LAD,7.6,15998
Starlin Castro,CHC,7.6,4579
Ross Barnes,BSN,7.6,1000573
Jimmy Williams,PIT,7.5,1014005
Lou Boudreau,CLE,7.5,1001234
Ned Williamson,- - -,7.4,1014027
Justin Upton,ARI,7.4,5222
Eddie Murray,BAL,7.4,1009386
Ray Schalk,CHW,7.3,1011517
Paul Molitor,MIL,7.3,1009040
Joe Tinker,CHI,7.3,1013075
Jimmy Wolf,LOU,7.3,1014195
Curt Blefary,BAL,7.3,1001068
Paul Hines,- - -,7.1,1005845
Larry Doyle,NYG,7.1,1003467
Bill Mazeroski,PIT,7.1,1008316
Cap Anson,- - -,7.0,1000272
Hal Trosky,CLE,7.0,1013190
Vern Stephens,SLB,6.9,1012501
Fred Merkle,NYG,6.9,1008783
Lou Whitaker,DET,6.8,1013846
Ken Keltner,CLE,6.8,1006821
Cecil Travis,WAS,6.8,1013162
Bill Freehan,DET,6.7,1004315
Bobby Doerr,BOS,6.7,1003355
Alan Trammell,DET,6.7,1013157
Richie Hebner,PIT,6.7,1005571
Oyster Burns,- - -,6.7,1001716
Edgar Renteria,- - -,6.7,1178
King Kelly,- - -,6.7,1006806
Tim Raines,MON,6.6,1406
Billy Nash,- - -,6.6,1009456
Garry Templeton,STL,6.6,1012909
Grady Sizemore,CLE,6.6,2197
Mookie Betts,BOS,6.6,13611
Max Carey,PIT,6.6,1001944
Milt Stock,- - -,6.4,1012551
Cupid Childs,- - -,6.4,1002186
Jack O'Connor,- - -,6.4,1009713
Greg Luzinski,PHI,6.4,1007855
Claudell Washington,- - -,6.4,1013654
Darrell Porter,MIL,6.4,1010450
Richie Ashburn,PHI,6.4,1000335
Joe Vosmik,CLE,6.3,1013456
Greg Gross,HOU,6.3,1005086
Adam Dunn,CIN,6.3,319
Germany Smith,- - -,6.2,1012143
Abner Dalrymple,- - -,6.2,1002948
Pablo Sandoval,SFG,6.2,5409
Johnny Pesky,BOS,6.1,1010219
Rabbit Maranville,BSN,6.0,1008099
Nap Lajoie,PHI,6.0,1007259
Vic Saier,CHC,6.0,1011372
Bob Bailey,PIT,6.0,1000420
Rougned Odor,TEX,6.0,12282
Vladimir Guerrero Jr.,TOR,5.9,19611
Lloyd Waner,PIT,5.9,1013596
Aurelio Rodriguez,- - -,5.9,1011100
Fred Snodgrass,NYG,5.9,1012234
Addison Russell,CHC,5.9,14106
Christian Yelich,MIA,5.9,11477
Del Ennis,PHI,5.9,1003786
Darryl Strawberry,NYM,5.8,1012606
Jim Fogarty,PHI,5.8,1004191
George Brett,KCR,5.8,1001400
Les Mann,- - -,5.8,1008073
Lew Brown,- - -,5.7,1001537
Johnny Evers,CHI,5.7,1003876
Rick Monday,KCA,5.7,1009051
Evan Longoria,TBR,5.6,9368
Juan Gonzalez,TEX,5.6,1251
Gleyber Torres,NYY,5.6,16997
Bernie Carbo,CIN,5.6,1001935
Carney Lansford,CAL,5.6,1007331
Ellis Valentine,MON,5.5,1013326
Charlie Hollocher,CHC,5.5,1005964
Travis Fryman,DET,5.4,385
Gregg Jefferies,NYM,5.4,1006379
Jose Canseco,OAK,5.4,1001918
Eddie Murphy,PHA,5.2,1009361
Buttercup Dickerson,- - -,5.1,1003272
Jim Ray Hart,SFG,5.1,1005448
Tom McCreery,- - -,5.1,1008431
Joe Sewell,CLE,5.1,1011766
Dick Bartell,PIT,5.1,1000621
Jason Thompson,DET,5.0,1013014
Elmer Flick,PHI,5.0,1004158
Carl Yastrzemski,BOS,5.0,1014326
Ed Konetchy,STL,5.0,1007093
Rick Manning,CLE,5.0,1008068
Austin Kearns,CIN,5.0,332
Shanty Hogan,- - -,4.9,1005924
Davy Force,- - -,4.9,1004213
Bob Caruthers,STL,4.9,1002026
Duke Snider,BRO,4.9,1012230
Charlie Keller,NYY,4.9,1006768
Willie Mays,NYG,4.8,1008315
Xander Bogaerts,BOS,4.8,12161
Gary Carter,MON,4.8,1002015
Dots Miller,PIT,4.8,1008885
Harry Heilmann,DET,4.8,1005590
Brian McCann,ATL,4.8,4810
Ruben Sierra,TEX,4.7,1099
Buddy Kerr,NYG,4.7,1006870
Max West,BSN,4.7,1013809
Troy Tulowitzki,COL,4.7,3531
Joe Mauer,MIN,4.6,1857
Dwight Evans,BOS,4.6,1003865
Chet Lemon,CHW,4.6,1007518
Rod Carew,MIN,4.6,1001942
Edd Roush,- - -,4.6,1011247
Elbie Fletcher,BSN,4.6,1004150
Brett Lawrie,TOR,4.5,5247
Hank Blalock,TEX,4.5,1419
Shorty Fuller,- - -,4.5,1004397
Jack Doyle,- - -,4.5,1003461
Jose Reyes,NYM,4.5,1736
Willie Keeler,- - -,4.4,1006747
Steve Brodie,BSN,4.4,1001461
Carlos Beltran,KCR,4.4,589
Rusty Staub,HOU,4.4,1012440
Melvin Upton Jr.,TBD,4.4,5015
Frank Snyder,STL,4.4,1012245
Willie McCovey,SFG,4.4,1008423
Jumbo Schoeneck,- - -,4.4,1011599
Pee Wee Reese,BRO,4.4,1010776
Hanley Ramirez,- - -,4.3,8001
Billy Herman,CHC,4.3,1005692
Reggie Jackson,KCA,4.3,1006308
Jimmy Sebring,- - -,4.2,1011710
Tony Kubek,NYY,4.2,1007188
John Ward,PRO,4.2,1013615
Otto Schomberg,- - -,4.2,1011603
Gary Matthews,SFG,4.2,1008255
Joe Cronin,- - -,4.1,1002796
Rich Coggins,BAL,4.1,1002397
Cliff Heathcote,STL,4.1,1005559
Woody English,CHC,4.1,1003785
Andy Carey,NYY,4.1,1001943
Joe Gerhardt,- - -,4.1,1004629
Ron Hansen,BAL,4.1,1005329
Cass Michaels,CHW,4.1,1008836
Emil Gross,PRO,4.0,1005084
Scott Rolen,PHI,4.0,970
Buck Ewing,TRO,4.0,1003881
Heinie Manush,DET,4.0,1008089
John Olerud,TOR,4.0,1093
Tuck Turner,PHI,4.0,1013237
Goose Goslin,WAS,4.0,1004893
Rocco Baldelli,TBD,4.0,1656
Yasiel Puig,LAD,3.9,14225
Zack Wheat,BRO,3.9,1013828
Jim Viox,PIT,3.9,1013436
Harry Hooper,BOS,3.9,1006002
Harlond Clift,SLB,3.9,1002352
Dick Wakefield,DET,3.9,1013498
Yordan Alvarez,HOU,3.8,19556
Jose Cardenal,- - -,3.8,1001937
Ginger Beaumont,PIT,3.8,1000733
Bob Allen,PHI,3.8,1000133
George Burns,DET,3.8,1001709
Tim McCarver,STL,3.8,1008378
Jeff Francoeur,ATL,3.7,4792
Bob Coluccio,MIL,3.7,1002476
Babe Ruth,BOS,3.7,1011327
Steve Sax,LAD,3.7,1011481
Clint Hurdle,KCR,3.6,1006216
Lou Gehrig,NYY,3.6,1004598
Delino DeShields,MON,3.6,275
Lou Bierbauer,PHA,3.6,1000953
Keith Hernandez,STL,3.6,1005706
Jim Field,- - -,3.6,1004028
Harvey Kuenn,DET,3.6,1007200
Milt May,PIT,3.6,1008304
Dick Kokos,SLB,3.5,1007083
Sixto Lezcano,MIL,3.5,1007593
Mike Griffin,BAL,3.5,1005047
Mark Kotsay,FLA,3.5,1042
Braggo Roth,- - -,3.5,1011238
Jack Farrell,- - -,3.5,1003944
Red Kress,SLB,3.5,1007160
Tommy Corcoran,- - -,3.5,1002622
Milt Cuyler,DET,3.5,1002915
Arthur Irwin,WOR,3.4,1006276
Bug Holliday,CIN,3.4,1005957
Barney McCosky,DET,3.4,1008422
Jim Nealon,PIT,3.4,1009477
Ruppert Jones,- - -,3.4,1006588
Andrew McCutchen,PIT,3.4,9847
Tom York,- - -,3.4,1014355
Dan Driessen,CIN,3.4,1003501
Eric Chavez,OAK,3.3,906
Willie Crawford,LAD,3.3,1002750
Jim McTamany,BRO,3.3,1008694
Ron Santo,CHC,3.3,1011447
Rafael Furcal,ATL,3.3,88
Davy Jones,- - -,3.3,1006544
Red Smith,BRO,3.3,1012197
Jack Smith,STL,3.3,1012160
Ray Chapman,CLE,3.3,1002151
Earl Williams,ATL,3.3,1013995
Kent Hrbek,MIN,3.3,1006117
Emmet Heidrick,- - -,3.3,1005587
Jeff Burroughs,WAS,3.2,1001731
George Scott,BOS,3.2,1011682
Danny Green,CHI,3.2,1004988
Carlos Baerga,CLE,3.2,175
Ed Crane,BSU,3.2,1002731
Duffy Lewis,BOS,3.1,1007579
Roger Connor,TRO,3.1,1002537
Hugh Duffy,CHI,3.1,1003533
Curt Flood,- - -,3.1,1004165
Cal McVey,BSN,3.1,1008696
Marty McManus,SLB,3.1,1008637
Ruben Tejada,NYM,3.1,5519
Bill DeLancey,STL,3.1,1003164
Victor Robles,WSN,3.1,18363
David Green,STL,3.1,1004990
Bill Russell,LAD,3.0,1011311
Benito Santiago,SDP,3.0,1130
Rocky Colavito,CLE,3.0,1002404
Fred Clarke,LOU,3.0,1002280
Andre Dawson,MON,3.0,1003091
Jack Manning,- - -,3.0,1008065
Wally Pipp,- - -,2.9,1010365
Carlos Gomez,- - -,2.9,4881
Duff Cooley,STL,2.9,1002579
Jack O'Brien,PHA,2.9,1009692
Ezra Sutton,- - -,2.9,1012746
Ozzie Guillen,CHW,2.9,1005125
Junior Felix,TOR,2.9,1003974
Bill Dickey,NYY,2.9,1003271
Whitey Witt,PHA,2.9,1014175
Bill Bradley,CHI,2.9,1001304
Buster Hoover,- - -,2.9,1006006
Doggie Miller,PIT,2.9,1008884
Mike Donlin,STL,2.9,1003380
Johnny Hodapp,CLE,2.9,1005878
Jim Rice,BOS,2.8,1010897
Wayne Garrett,NYM,2.8,1004547
Tony Lazzeri,NYY,2.8,1007422
Carlos May,CHW,2.8,1008291
Hank Greenberg,DET,2.8,1004996
Al Spalding,BSN,2.8,1012300
Chico Carrasquel,CHW,2.8,1001984
Mickey Cochrane,PHA,2.8,1002384
Jesse Burkett,- - -,2.8,1001682
Bobby Byrne,STL,2.7,1001797
Bobby Bonds,SFG,2.7,1001157
Tom Brown,- - -,2.7,1001562
Charlie Ferguson,PHI,2.7,1003987
Clyde Milan,WAS,2.7,1008856
Sean Burroughs,SDP,2.7,1021
Willie Horton,DET,2.7,1006038
Reggie Smith,BOS,2.7,1012201
Barry Foote,MON,2.7,1004210
Bill White,NYG,2.7,1013855
Jack Clements,- - -,2.7,1002338
Ecky Stearns,- - -,2.7,1012445
Colby Rasmus,STL,2.7,9893
Ellis Burks,BOS,2.7,372
Mike Menosky,- - -,2.7,1008767
Tim Shinnick,LOU,2.6,1011903
Jocko Milligan,PHA,2.6,1008944
Andrew Benintendi,BOS,2.6,17901
Jack Barry,PHA,2.6,1000616
Tommy Davis,LAD,2.6,1003084
Jay Bruce,CIN,2.6,9892
Chick Fulmer,- - -,2.6,1004400
Frankie Crosetti,NYY,2.6,1002802
Bo Bichette,TOR,2.6,19612
Bill Buckner,LAD,2.6,1001625
Frank Schulte,CHC,2.6,1011631
Johnny Groth,DET,2.6,1005096
Tommy Thevenow,STL,2.6,1012952
Rennie Stennett,PIT,2.6,1012484
Johnny Callison,- - -,2.6,1001851
Johnny Briggs,PHI,2.5,1001429
Casey Stengel,BRO,2.5,1012481
Buck Herzog,NYG,2.5,1005745
Mel Hall,CHC,2.5,1005259
Brooks Robinson,BAL,2.5,1011055
Buck Weaver,CHW,2.5,1013694
John Anderson,BRO,2.5,1000232
Wil Cordero,MON,2.4,770
Al Oliver,PIT,2.4,1009773
John Clapp,- - -,2.4,1002259
Larry Parrish,MON,2.4,1010020
B.J. Surhoff,MIL,2.4,117
Frank Thomas,CHW,2.4,255
Joe Pepitone,NYY,2.4,1010167
Roberto Clemente,PIT,2.4,1002340
Scott Stratton,- - -,2.4,1012603
Pat Seerey,CLE,2.4,1011720
George Wood,- - -,2.3,1014217
Mike Scioscia,LAD,2.3,1011667
Vin Campbell,- - -,2.3,1001893
Gordon Beckham,CHW,2.3,9015
Charlie Dexter,LOU,2.3,1003259
Charlie Sweeney,- - -,2.3,1012774
Wil Myers,TBR,2.3,10047
Billy Conigliaro,BOS,2.3,1002501
Denis Menke,MIL,2.3,1008766
Dave Cash,PIT,2.3,1002041
Phil Plantier,BOS,2.3,1010388
Roy Sievers,SLB,2.3,1011959
Jim O'Rourke,- - -,2.2,1009839
John Coleman,- - -,2.2,1002424
Larry Hisle,PHI,2.2,1005858
Dave Roberts,SDP,2.2,1011032
Paul Blair,BAL,2.2,1001031
Red Shannon,- - -,2.2,1011799
Asdrubal Cabrera,CLE,2.2,4962
Ryne Sandberg,- - -,2.2,1011411
Keston Hiura,MIL,2.2,20003
Manuel Margot,SDP,2.2,14712
Jose Tabata,PIT,2.2,2411
Harry Steinfeldt,CIN,2.2,1012466
Dave Winfield,SDP,2.1,1014127
Jose Altuve,HOU,2.1,5417
Freddie Freeman,ATL,2.1,5361
Don Hurst,PHI,2.1,1006223
George Kell,PHA,2.1,1006783
Rico Petrocelli,BOS,2.1,1010245
Ray Lamanno,CIN,2.1,1007270
Jerry Remy,CAL,2.1,1010828
Luis Arraez,MIN,2.1,18568
Oddibe McDowell,TEX,2.1,1008474
Chuck Knoblauch,MIN,2.1,609
Andy Van Slyke,STL,2.1,1013363
Mark Koenig,NYY,2.1,1007077
Ken Boswell,NYM,2.1,1001223
Pete Rose,CIN,2.1,1011217
Chili Davis,SFG,2.0,1003041
Dixie Walker,NYY,2.0,1013512
Miguel Sano,MIN,2.0,12164
Gus Bell,PIT,2.0,1000809
Frank Killen,- - -,2.0,1006904
Kal Daniels,CIN,2.0,1002973
Bill Sweeney,- - -,2.0,1012771
Phil Cavarretta,CHC,2.0,1002093
Nick Markakis,BAL,2.0,5930
Zoilo Versalles,WAS,2.0,1013417
Omar Infante,DET,2.0,1609
Jimmy Rollins,PHI,1.9,971
Adalberto Mondesi,KCR,1.9,13769
Ad Gumbert,- - -,1.9,1005139
Art Shires,- - -,1.9,1011908
Joe Cunningham,STL,1.9,1002881
George Foster,- - -,1.9,1004250
Ian Happ,CHC,1.9,17919
Ron Hunt,NYM,1.9,1006212
Josh Devore,NYG,1.9,1003254
Michael Conforto,NYM,1.9,16376
Elmer Valo,PHA,1.9,1013335
Garry Maddox,SFG,1.9,1007948
Pete Schneider,CIN,1.9,1011597
Andrelton Simmons,ATL,1.8,10847
Joe Garagiola,STL,1.8,1004487
Will Clark,SFG,1.8,1002318
Daric Barton,OAK,1.8,5928
Pete Hotaling,CIN,1.8,1006046
Derek Jeter,NYY,1.8,826
Jose Lopez,SEA,1.8,3114
Jesse Barfield,TOR,1.8,1000537
Billy Goodman,BOS,1.8,1004856
Eloy Jimenez,CHW,1.8,17484
Jerry Priddy,NYY,1.8,1010533
Jack Farrell,CWH,1.8,1003945
Doc Crandall,NYG,1.8,1002730
Robin Ventura,CHW,1.8,854
Nolan Arenado,COL,1.8,9777
Thad Bosley,- - -,1.8,1001214
Rabbit Robinson,- - -,1.8,1011075
Kyle Schwarber,CHC,1.8,16478
Mike Anderson,PHI,1.8,1000237
Jim Tabor,BOS,1.8,1012808
Bill Knickerbocker,CLE,1.8,1007037
Yogi Berra,NYY,1.7,1000898
Vic Wertz,DET,1.7,1013795
Akil Baddoo,DET,1.7,22168
Don Money,PHI,1.7,1009052
Steve Garvey,LAD,1.7,1004557
Joe Judge,WAS,1.7,1006644
Tommy Clarke,CIN,1.7,1002313
Jose Ramirez,CLE,1.7,13510
Joe Quinn,STL,1.7,1010607
Amed Rosario,NYM,1.7,15518
Danny Richardson,NYG,1.7,1010904
Alfredo Griffin,- - -,1.7,1005036
Mickey Welch,TRO,1.7,1013757
Ed Delahanty,- - -,1.7,1003155
Joe Cassidy,WAS,1.7,1002053
Tony Cuccinello,CIN,1.7,1002848
Nick Maddox,PIT,1.7,1007950
Ed Stevens,BRO,1.7,1012509
Bill Crowley,- - -,1.7,1002826
Gary Thomasson,SFG,1.7,1012977
Chris Owings,ARI,1.7,10030
Jack Tobin,SLT,1.7,1013088
Howdy Caton,PIT,1.7,1002085
Dick Burns,- - -,1.7,1001705
Bill Eagan,STL,1.7,1003622
Maikel Franco,PHI,1.7,12179
Ron Fairly,LAD,1.6,1003907
Marcell Ozuna,MIA,1.6,10324
Bruno Betzel,STL,1.6,1000934
Jackie Brandt,- - -,1.6,1001349
Dib Williams,PHA,1.6,1013990
Bucky Dent,CHW,1.6,1003212
Wes Ferrell,CLE,1.6,1004010
Jimmy Welsh,BSN,1.6,1013773
Howard Freigau,- - -,1.6,1004332
Juan Uribe,COL,1.6,454
Yadier Molina,STL,1.6,7007
Everett Scott,BOS,1.6,1011679
Melky Cabrera,NYY,1.6,4022
Delino DeShields,TEX,1.6,11379
Troy Glaus,ANA,1.6,15
Hod Ford,BSN,1.6,1004221
Wily Mo Pena,CIN,1.6,344
Leon Durham,STL,1.6,1003592
Cameron Maybin,- - -,1.6,5223
Blake DeWitt,LAD,1.6,7485
Roger Maris,CLE,1.6,1008110
J.J. Hardy,MIL,1.6,3797
Bill Stemmeyer,BSN,1.6,1012480
Ben Grieve,OAK,1.5,1209
Salvador Perez,KCR,1.5,7304
Tommy Harper,CIN,1.5,1005383
Heinie Mueller,STL,1.5,1009280
Adam Jones,- - -,1.5,6368
Roy Howell,TEX,1.5,1006104
Byron Buxton,MIN,1.5,14161
Lenny Dykstra,NYM,1.5,1003619
Ron Blomberg,NYY,1.5,1001081
Gary Geiger,- - -,1.5,1004601
Al Lopez,BRO,1.5,1007751
Phil Reccius,LOU,1.5,1010747
Luis Robert,CHW,1.5,20043
John Milner,NYM,1.5,1008965
Jack Shepard,PIT,1.5,1011864
Travis Snider,TOR,1.5,2830
John Irwin,- - -,1.5,1006279
Luis Aparicio,CHW,1.5,1000278
Alex Johnson,PHI,1.5,1006418
Wally Backman,NYM,1.5,1000400
Johnny Lush,- - -,1.5,1007847
Mickey McDermott,BOS,1.4,1008448
Nick Franklin,SEA,1.4,10166
Dylan Carlson,STL,1.4,20126
Vladimir Guerrero,MON,1.4,778
Steve Kemp,DET,1.4,1006827
Solly Hofman,- - -,1.4,1005917
Tony Batista,OAK,1.4,124
Ketel Marte,SEA,1.4,13613
Eddie Miller,- - -,1.4,1008892
Jerry White,MON,1.4,1013880
Willy Adames,TBR,1.4,15986
Billy Earle,- - -,1.4,1003627
Lew Whistler,NYG,1.4,1013845
Chub Sullivan,CIN,1.4,1012685
Ivey Wingo,STL,1.3,1014133
Alex Trevino,NYM,1.3,1013180
Bruce Edwards,BRO,1.3,1003683
Jerry Turner,SDP,1.3,1013228
Fred Brickell,PIT,1.3,1001414
John Reccius,LOU,1.3,1010746
Bruce Campbell,- - -,1.3,1001875
Bill Sudakis,LAD,1.3,1012668
Rance Mulliniks,CAL,1.3,1009309
Tex McDonald,- - -,1.3,1008468
Tommy Leach,- - -,1.3,1007428
Zaza Harvey,- - -,1.3,1005471
Tom O'Malley,SFG,1.3,1009798
Bid McPhee,CIN,1.3,1008675
Frank Chance,CHI,1.3,1002131
Ted Lepcio,BOS,1.3,1007545
Roy McMillan,CIN,1.3,1008643
Matt Kemp,LAD,1.3,5631
Charlie Comiskey,STL,1.3,1002484
Hank Majeski,BSN,1.2,1008006
Gary Sheffield,MIL,1.2,114
David Dahl,COL,1.2,13744
Bob Elliott,PIT,1.2,1003733
Pink Hawley,- - -,1.2,1005517
Ron Swoboda,NYM,1.2,1012796
Willie McGill,- - -,1.2,1008522
Les Scarsella,CIN,1.2,1011500
Dave Eggler,NYM,1.2,1003705
Frank Hankinson,CHI,1.2,1005310
Ossie Bluege,WAS,1.2,1001090
George Hall,WSO,1.2,1005245
Lance Parrish,DET,1.2,1010021
Mariano Duncan,LAD,1.2,1003554
John Morrill,BSN,1.2,1009214
Dick Johnston,- - -,1.2,1006445
Mike Slattery,- - -,1.2,1012056
Jackie Hayes,- - -,1.2,1005527
Elmer Cleveland,COR,1.2,1002346
Mickey Rivers,CAL,1.2,1011005
Bill Coughlin,- - -,1.2,1002668
Bill Boyd,- - -,1.2,1001274
Elmer Smith,CIN,1.2,1012134
Bill Melton,CHW,1.2,1008754
Curt Welch,TOL,1.2,1013751
Sammy Byrd,NYY,1.2,1001796
Steve Ontiveros,SFG,1.2,1009825
Franmil Reyes,SDP,1.2,14566
Al Simmons,PHA,1.2,1011978
Jack Glasscock,CLE,1.2,1004757
Edgardo Alfonzo,NYM,1.2,859
George Van Haltren,CHI,1.2,1013357
Tony Horton,- - -,1.1,1006037
Rube Walker,CHC,1.1,1013532
Dioner Navarro,- - -,1.1,3179
Don Drysdale,BRO,1.1,1003516
Eric Davis,CIN,1.1,1003048
Greg Bird,NYY,1.1,14131
Danny Tartabull,SEA,1.1,1012829
Paul Schaal,LAA,1.1,1011502
Dave Kingman,SFG,1.1,1006939
Mike Mansell,- - -,1.1,1008078
Barry Larkin,CIN,1.1,335
Dontrelle Willis,FLA,1.1,1703
J.D. Drew,STL,1.1,1152
Hughie Jennings,LOU,1.1,1006396
Doc Nance,LOU,1.1,1009445
Jim Gosger,BOS,1.1,1004892
Tommy Bond,- - -,1.1,1001158
Yoan Moncada,- - -,1.1,17232
Orlando Arcia,MIL,1.1,13185
Larry Christenson,PHI,1.1,1002215
Luis Rengifo,LAA,1.1,19858
Chief Bender,PHA,1.1,1000827
Wilmer Flores,NYM,1.1,5827
Roger Cedeno,LAD,1.1,869
Jason Kendall,PIT,1.1,993
Leo Cardenas,CIN,1.1,1001938
George Gore,CHI,1.1,1004879
Larry Bettencourt,SLB,1.1,1000931
Enrique Hernandez,- - -,1.1,10472
Harold Baines,CHW,1.1,1000434
Dave Parker,PIT,1.1,1010000
Bobby Brown,NYY,1.1,1001496
George Moriarty,- - -,1.1,1009190
Johnny Lucadello,SLB,1.1,1007803
Ken Brett,BOS,1.0,1001402
Tony Fernandez,TOR,1.0,1004002
Rick Wise,PHI,1.0,1014155
Steve O'Neill,CLE,1.0,1009820
Ruben Mateo,TEX,1.0,340
Alex Bregman,HOU,1.0,17678
Anthony Rizzo,- - -,1.0,3473
George Mullin,DET,1.0,1009302
Ruben Rivera,NYY,1.0,1550
Tony Gwynn,SDP,1.0,1005166
Sam Khalifa,PIT,1.0,1006887
Larry Herndon,- - -,1.0,1005717
Ken O'Dea,CHC,1.0,1009722
Kip Selbach,WAS,1.0,1011731
Joe Wood,BOS,1.0,1014224
Bill Lange,CHI,1.0,1007315
Tim Foli,- - -,1.0,1004202
Billy Ripken,BAL,1.0,1010977
Willy Aybar,LAD,1.0,2192
George Case,WAS,1.0,1002033
Pop Snyder,- - -,1.0,1012254
Howard Johnson,DET,1.0,1006462
Joe Birmingham,CLE,1.0,1000983
Enos Slaughter,STL,1.0,1012060
Cub Stricker,PHA,1.0,1012613
Don Buddin,BOS,1.0,1001628
Bob Black,KCC,1.0,1001005
Carlos Gonzalez,OAK,1.0,7287
Bob O'Farrell,CHC,1.0,1009740
Logan Morrison,FLA,1.0,9205
Sam Chapman,PHA,1.0,1002152
Chris Chambliss,CLE,1.0,1002119
Shawon Dunston,CHC,0.9,1401
Jocko Halligan,- - -,0.9,1005249
John Stone,DET,0.9,1012568
Art Whitney,WOR,0.9,1013906
Jerry Moses,BOS,0.9,1009242
Willie Wilson,KCR,0.9,1014113
Frankie Zak,PIT,0.9,1014412
Jim Piersall,BOS,0.9,1010340
George Uhle,CLE,0.9,1013266
Bobby Grich,BAL,0.9,1005033
Wade Blasingame,MIL,0.9,1001057
Eddie Yost,WAS,0.9,1014357
Gabby Hartnett,CHC,0.9,1005458
Jorge Cantu,TBD,0.9,2521
Tito Francona,BAL,0.9,1004293
Dwight Gooden,NYM,0.9,1004852
Amos Strunk,PHA,0.9,1012634
Jack Stivetts,STL,0.9,1012547
Nemo Leibold,CLE,0.9,1007491
Red Schoendienst,STL,0.9,1011600
Joe Ward,PHI,0.9,1013618
Doug Rader,HOU,0.9,1010638
Jim King,CHC,0.9,1006932
Andres Gimenez,- - -,0.9,19950
Mike Leake,CIN,0.9,10130
Erve Beck,- - -,0.9,1000748
Kyle Blanks,SDP,0.9,49
Willard Marshall,NYG,0.9,1008148
Gene Freese,PIT,0.9,1004328
Eugenio Suarez,DET,0.9,12552
Phil Lewis,BRO,0.9,1007586
Fred Tenney,BSN,0.9,1012916
Bobby Estalella,PHI,0.9,428
Skyrocket Smith,LOU,0.9,1012206
